GameID,Season,Week,Home Team,Away Team,Listed Win,Other Win,Listed Score,Other Score,Conference Game,Division Game,Neutral Site,Conference Champ,Bowl Game,Playoff,National Champ,HomePrevBye,AwayPrevBye,Listed Coach,Other Coach,TimeSlot,Stadium,City,State,Domed Stadium,GameTitle,Info,NextGame,NextGameHoA
2887,2024,1,PURD,ARMY,0,0,0,0,0,0,0,0,0,0,0,0,0,MasonAsher,brightfalls,Friday Night,Ross-Ade Stadium,West Lafayette,IN,0,,,0,
2888,2024,1,UGA,WMU,0,0,0,0,0,0,0,0,0,0,0,0,0,Sarge,Jieret,Saturday Evening,Sanford Stadium,Athens,GA,0,,,0,
2889,2024,1,CAL,NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,believer,Ape,Saturday Morning,California Memorial Stadium,Berkeley,CA,0,,,0,
2890,2024,1,USF,UCF,0,0,0,0,0,0,0,0,0,0,0,0,0,iToxickiddy,AI,Friday Night,Raymond James Stadium,Tampa,FL,0,,,0,
2891,2024,1,PITT,CINC,0,0,0,0,0,0,0,0,0,0,0,0,0,TheLiberator,Rome,Thursday Night,Heinz Field,Pittsburgh,PA,0,,,0,
2892,2024,1,BYU,WAST,0,0,0,0,0,0,0,0,0,0,0,0,0,Curby4,TuscanSota,Saturday Night,LaVell Edwards Stadium,Provo,UT,0,,,0,
2893,2024,1,CUSE,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,taffyowner,SageBow,Saturday Afternoon,Carrier Dome,Syracuse,NY,1,,,0,
2894,2024,1,STAN,SSU,0,0,0,0,0,0,0,0,0,0,0,0,0,Ricky Campbell,AI,Friday Night,Stanford Stadium,Stanford,CA,0,,,0,
2895,2024,1,FLA,PNST,0,0,0,0,0,0,0,0,0,0,0,0,0,Weeze,Rocketcan,Saturday Evening,Steve Spurrier-Florida Field at Ben Hill Griffin Stadium,Gainesville,FL,0,,,0,
2896,2024,1,TULS,WCU,0,0,0,0,0,0,0,0,0,0,0,0,0,acewulf,AI,Saturday Morning,Skelly Field at H. A. Chapman Stadium,Tulsa,OK,0,,,0,
2897,2024,1,FAMU,FSU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Kirby,Saturday Morning,Bragg Memorial Stadium,Tallahassee,FL,0,,,0,
2898,2024,1,SHSU,BGSU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,PoopyRhinoPickle,Thursday Night,Bowers Stadium,Huntsville,TX,0,,,0,
2899,2024,1,BAYL,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,Vivid,SlapYourBasil,Saturday Afternoon,McLane Stadium,Waco,TX,0,,,0,
2900,2024,1,ORST,MONT,0,0,0,0,0,0,0,0,0,0,0,0,0,SKLL,AI,Saturday Night,Reser Stadium,Corvallis,OR,0,,,0,
2901,2024,1,TLNE,CSU,0,0,0,0,0,0,0,0,0,0,0,0,0,kgreene829,Bellwood,Saturday Morning,Barry B. Benson Field at Yulman Stadium,New Orleans,LA,0,,,0,
2902,2024,1,WASH,COLO,0,0,0,0,0,0,1,0,0,0,0,0,0,CoachCartier,Bingo415,Saturday Evening,Allegiant Stadium,Las Vegas,NV,0,,,0,
2903,2024,1,UCLA,DUKE,0,0,0,0,0,0,0,0,0,0,0,0,0,jmjacobs,Viselli,Saturday Afternoon,Rose Bowl Stadium,Los Angeles,CA,0,,,0,
2904,2024,1,FOR,LOU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,GK,Thursday Night,Jack Coffey Field,Bronx,NY,0,,,0,
2905,2024,1,UTSA,UHOU,0,0,0,0,0,0,0,0,0,0,0,0,0,Dakotagreer,mahrowkeen,Saturday Afternoon,Alamodome,San Antonio,TX,1,,,0,
2906,2024,1,MINN,GT,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnow,ATonOfLaw,Saturday Afternoon,TCF Bank Stadium,Minneapolis,MN,0,,,0,
2907,2024,1,PRST,UNC,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Tryggr,Thursday Night,Hillsboro Stadium,Portland,OR,0,,,0,
2908,2024,1,ECU,NCST,0,0,0,0,0,0,0,0,0,0,0,0,0,ObliviousLAX,Dean,Friday Night,Bagwell Field at Dowdy-Ficklen Stadium,Greenville,NC,0,,,0,
2909,2024,1,ZONA,SOCA,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,MagneticField,Saturday Morning,Arizona Stadium,Tucson,AZ,0,,,0,
2910,2024,1,WAKE,TTU,0,0,0,0,0,0,0,0,0,0,0,0,0,FRW,rcarlson77,Saturday Afternoon,BB&T Field,Winston-Salem,NC,0,,,0,
2911,2024,1,WKU,UKEN,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Ezaco,Saturday Afternoon,L. T. Smith Stadium at Jimmy Feix Field,Bowling Green,KY,0,,,0,
2912,2024,1,UNLV,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,ChizDippler,Dhawk18,Saturday Night,Allegient Stadium,Las Vegas,NV,0,,,0,
2913,2024,1,MIAO,UMD,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,RobSun08,Friday Night,Fred C. Yager Stadium,Oxford,OH,0,,,0,
2914,2024,1,BALL,UAPB,0,0,0,0,0,0,0,0,0,0,0,0,0,npklemm,AI,Thursday Night,Scheumann Stadium,Muncie,IN,0,,,0,
2915,2024,1,ILLI,IDHO,0,0,0,0,0,0,0,0,0,0,0,0,0,nemolee.exe,AI,Saturday Morning,Memorial Stadium,Urbana Champaign,IL,0,,,0,
2916,2024,1,MASS,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Jumbo,Saturday Morning,Warren McGuirk Alumni Stadium,Amherst,MA,0,,,0,
2917,2024,1,BAMA,UAB,0,0,0,0,0,0,0,0,0,0,0,0,0,thatfunk,AI,Saturday Afternoon,Bryant-Denny Stadium,Tuscaloosa,AL,0,,,0,
2918,2024,1,AZST,MICH,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,subsequent,Saturday Afternoon,"Sun Devil Stadium, Frank Kush Field",Tempe,AZ,0,,,0,
2919,2024,1,OHIO,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,Traith Kreios,AI,Thursday Night,Peden Stadium,Athens,OH,0,,,0,
2920,2024,1,ND,OHST,0,0,0,0,0,0,0,0,0,0,0,0,0,LordLittlebutt,carmen,Saturday Evening,Notre Dame Stadium,South Bend,IN,0,,,0,
2921,2024,1,NEV,TEMP,0,0,0,0,0,0,0,0,0,0,0,0,0,CadeRich5,SandyToez,Saturday Night,Mackay Stadium,Reno,NV,0,,,0,
2922,2024,1,UVA,CHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,Wahoo,Siguy,Saturday Morning,David A. Harrison III Field at Scott Stadium,Charlottesville,VA,0,,,0,
2923,2024,1,HAWI,RUTG,0,0,0,0,0,0,0,0,0,0,0,0,0,TheSam,TyroleanRaider,Saturday Night,Aloha Stadium,Honolulu,HI,0,,,0,
2924,2024,1,BC,BUFF,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Alumni Stadium,Chestnut Hill,MA,0,,,0,
2925,2024,1,KNSW,CMU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Fifth Third Bank Stadium,Kennesaw,GA,0,,,0,
2926,2024,1,MIAF,FIU,0,0,0,0,0,0,0,0,0,0,0,0,0,cultur3,AI,Saturday Morning,Hard Rock Stadium,Coral Gables,FL,0,,,0,
2927,2024,1,IAST,UNI,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Jack Trice Stadium,Ames,IA,0,,,0,
2928,2024,1,KSST,OKLA,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,HAFFnHAFF,Saturday Afternoon,Bill Snyder Family Football Stadium,Manhattan,KS,0,,,0,
2929,2024,1,OKST,MIZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,Broletariat,AI,Saturday Afternoon,Boone Pickens Stadium,Stillwater,OK,0,,,0,
2930,2024,1,UNT,TCU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,DangerZoneh,Saturday Morning,Apogee Stadium,Denton,TX,0,,,0,
2931,2024,3,MUR,ALCN,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Roy Stewart Stadium,Murray,KY,0,,,0,
2932,2024,1,LT,MEMP,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,JPS Field at Malone Stadium,Ruston,LA,0,,,0,
2933,2024,1,RICE,KENT,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Rice Stadium,Houston,TX,0,,,0,
2934,2024,1,VT,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,Zz3DWAFFLEzZ,joopear,Saturday Afternoon,Worsham Field at Lane Stadium,Blacksburg,VA,0,,,0,
2935,2024,1,ARK,TXST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,checkman,Saturday Morning,"Donald W. Reynolds Razorback Stadium, Frank Broyles Field",Fayetteville,AR,0,,,0,
2936,2024,1,BOIS,AUB,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Night,Albertsons Stadium,Boise,ID,0,,,0,
2937,2024,1,TLDO,MSST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Glass Bowl,Toledo,OH,0,,,0,
2938,2024,1,TAMU,FRES,0,0,0,0,0,0,0,0,0,0,0,0,0,VerifiedThing,tjrandall12,Saturday Afternoon,Kyle Field,College Station,TX,0,,,0,
2939,2024,1,TROY,VAND,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Veterans Memorial Stadium at Larry Blakeney Field,Troy,AL,0,,,0,
2940,2024,1,MIST,EMU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Spartan Stadium,East Lansing,MI,0,,,0,
2941,2024,1,CONN,AKRN,0,0,0,0,0,0,0,0,0,0,0,0,0,G Money,Skye,Saturday Morning,Pratt & Whitney Stadium at Rentschler Field,Storrs,CT,0,,,0,
2942,2024,1,GASO,MTSU,0,0,0,0,0,0,0,0,0,0,0,0,0,miller,AI,Saturday Morning,Allen E. Paulson Stadium,Statesboro,GA,0,,,0,
2943,2024,1,CCU,SDSU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Brooks Stadium,Conway,SC,0,,,0,
2944,2024,1,ULL,SJSU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Dr_Novella,Saturday Morning,Cajun Field,Lafayette,LA,0,,,0,
2945,2024,1,USAF,ULM,0,0,0,0,0,0,0,0,0,0,0,0,0,Coach123,AI,Saturday Evening,Falcon Stadium,Colorado Springs,CO,0,,,0,
2946,2024,1,TXSO,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Dunepit,Thursday Night,PNC Stadium,Houston,TX,0,,,0,
2947,2024,1,MSVU,GAST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Rice-Totten Stadium,Itta Bena,MS,0,,,0,
2948,2024,1,SDST,MRSH,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Dana J. Dykhouse Stadium,Brookings,SD,0,,,0,
2949,2024,1,VMI,ODU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Foster Stadium,Lexington,VA,0,,,0,
2950,2024,1,UCD,SDAK,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Night,UC Davis Health Stadium,Davis,CA,0,,,0,
2951,2024,1,FUR,AAMU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Paladin Stadium,Greenville,SC,0,,,0,
2952,2024,1,SAM,ALST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Seibert Stadium,Homewood,AL,0,,,0,
2953,2024,1,BCU,CIT,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Daytona Stadium,Daytona Beach,FL,0,,,0,
2954,2024,1,CP,MOST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Alex G. Spanos Stadium,San Luis Obispo,CA,0,,,0,
2955,2024,1,EWU,ILST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Roos Field,Cheney,WA,0,,,0,
2956,2024,1,SIU,WEB,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Saluki Stadium,Carbondale,IL,0,,,0,
2957,2024,1,UNCO,UND,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Nottingham Field,Greeley,CO,0,,,0,
2958,2024,1,NDSU,MTST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Fargodome,Fargo,ND,1,,,0,
2959,2024,1,WOF,ALCN,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Gibbs Stadium,Spartanburg,SC,0,,,0,
2960,2024,1,GRAM,UTC,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Eddie G. Robinson Memorial Stadium,Grambling,LA,0,,,0,
2961,2024,1,ETSU,PV,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,William B. Greene Jr. Stadium,Johnson City,TN,0,,,0,
2962,2024,1,JXST,WIU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Mississippi Veterans Memorial Stadium,Jackson,MS,0,,,0,
2963,2024,1,PRIN,IDST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Princeton Stadium,Princeton,NJ,0,,,0,
2964,2024,1,SOU,COLG,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,A.W. Mumford Stadium,Baton Rouge,LA,0,,,0,
2965,2024,1,HC,YSU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Fitton Field,Worcester,MA,0,,,0,
2966,2024,1,INST,LEH,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Memorial Stadium,Terre Haute,IN,0,,,0,
2967,2024,1,COR,GEOT,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Schoellkopf Field,Ithaca,NY,0,,,0,
2968,2024,1,PENN,NAU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Franklin Field,Philadelphia,PA,0,,,0,
2969,2024,2,PRIN,WEB,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Morning,Princeton Stadium,Princeton,NJ,0,,,0,
2970,2024,2,WOF,CIT,0,0,0,0,1,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Gibbs Stadium,Spartanburg,SC,0,,,0,
2971,2024,2,ALCN,MSVU,0,0,0,0,1,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Spinks-Casem Stadium,Lorman,MS,0,,,0,
2972,2024,2,WAST,WYOM,0,0,0,0,0,0,0,0,0,0,0,0,0,TuscanSota,AI,Saturday Night,Martin Stadium,Pullman,WA,0,,,0,
2973,2024,2,SDSU,ORST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,SKLL,Saturday Night,SDCCU Stadium,San Diego,CA,0,,,0,
2974,2024,2,UMD,MIST,0,0,0,0,1,0,0,0,0,0,0,0,0,RobSun08,AI,Saturday Morning,Capital One Field at Maryland Stadium,College Park,MD,0,,,0,
2975,2024,2,NEB,IAST,0,0,0,0,0,0,0,0,0,0,0,0,0,huskersax,AI,Saturday Afternoon,"Memorial Stadium, Tom Osborne Field",Lincoln,NE,0,,,0,
2976,2024,2,UKEN,APST,0,0,0,0,0,0,0,0,0,0,0,0,0,Ezaco,Dearden,Saturday Afternoon,Kroger Field at C.M. Newton Grounds,Lexington,KY,0,,,0,
2977,2024,2,KANS,MONT,0,0,0,0,0,0,0,0,0,0,0,0,0,bundy,AI,Friday Night,David Booth Kansas Memorial Stadium,Lawrence,KS,0,,,0,
2978,2024,2,IND,WVU,0,0,0,0,0,0,0,0,0,0,0,0,0,Piercewise1,smackemz3,Saturday Morning,Memorial Stadium,Bloomington,IN,0,,,0,
2979,2024,2,CLEM,UNM,0,0,0,0,0,0,0,0,0,0,0,0,0,Spoof,DarthJarJar,Saturday Afternoon,Frank Howard Field at Clemson Memorial Stadium,Clemson,SC,0,,,0,
2980,2024,2,WMU,WISC,0,0,0,0,0,0,0,0,0,0,0,0,0,Jieret,khweeler,Saturday Afternoon,Waldo Stadium,Kalamazoo,MI,0,,,0,
2981,2024,2,UTAH,UTST,0,0,0,0,0,0,0,0,0,0,0,0,0,SageBow,Ewade,Saturday Night,Rice-Eccles Stadium,Salt Lake City,UT,0,,,0,
2982,2024,2,NIU,PURD,0,0,0,0,0,0,0,0,0,0,0,0,0,Ape,MasonAsher,Saturday Morning,Brigham Field at Huskie Stadium,DeKalb,IL,0,,,0,
2983,2024,2,CAL,USF,0,0,0,0,0,0,0,0,0,0,0,0,0,believer,iToxickiddy,Saturday Afternoon,California Memorial Stadium,Berkeley,CA,0,,,0,
2984,2024,2,BGSU,PNST,0,0,0,0,0,0,0,0,0,0,0,0,0,PoopyRhinoPickle,Rocketcan,Saturday Morning,Doyt L. Perry Stadium,Bowling Green,OH,0,,,0,
2985,2024,2,SMU,SHSU,0,0,0,0,0,0,0,0,0,0,0,0,0,jw1952tx,AI,Friday Night,Gerald J. Ford Stadium,University Park,TX,0,,,0,
2986,2024,2,STAN,MASS,0,0,0,0,0,0,0,0,0,0,0,0,0,Ricky Campbell,AI,Saturday Morning,Stanford Stadium,Stanford,CA,0,,,0,
2987,2024,2,OHST,TLDO,0,0,0,0,0,0,0,0,0,0,0,0,0,carmen,AI,Saturday Morning,Ohio Stadium,Columbus,OH,0,,,0,
2988,2024,2,PITT,CCU,0,0,0,0,0,0,0,0,0,0,0,0,0,TheLiberator,AI,Thursday Night,Heinz Field,Pittsburgh,PA,0,,,0,
2989,2024,2,UCLA,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,jmjacobs,Sarge,Saturday Evening,Rose Bowl Stadium,Los Angeles,CA,0,,,0,
2990,2024,2,CSU,FSU,0,0,0,0,0,0,0,0,0,0,0,0,0,Bellwood,Kirby,Saturday Morning,Sonny Lubick Field at Canvas Stadium,Fort Collins,CO,0,,,0,
2991,2024,2,OREG,TLNE,0,0,0,0,0,0,0,0,0,0,0,0,0,Paradoxic,kgreene829,Saturday Night,Autzen Stadium,Eugene,OR,0,,,0,
2992,2024,2,UNC,BYU,0,0,0,0,0,0,0,0,0,0,0,0,0,Tryggr,Curby4,Saturday Afternoon,Kenan Memorial Stadium,Chapel Hill,NC,0,,,0,
2993,2024,2,DUKE,CONN,0,0,0,0,0,0,0,0,0,0,0,0,0,Viselli,G Money,Saturday Morning,Brooks Field at Wallace Wade Stadium,Durham,NC,0,,,0,
2994,2024,2,GT,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,ATonOfLaw,SlapYourBasil,Saturday Afternoon,Bobby Dodd Stadium at Historic Grant Field,Atlanta,GA,0,,,0,
2995,2024,2,CUSE,DART,0,0,0,0,0,0,0,0,0,0,0,0,0,taffyowner,AI,Friday Night,Carrier Dome,Syracuse,NY,1,,,0,
2996,2024,2,CINC,TULS,0,0,0,0,0,0,0,0,0,0,0,0,0,Rome,acewulf,Saturday Evening,Nippert Stadium,Cincinnati,OH,0,,,0,
2997,2024,2,MINN,LOU,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnow,GK,Saturday Afternoon,TCF Bank Stadium,Minneapolis,MN,0,,,0,
2998,2024,2,WASH,NCST,0,0,0,0,0,0,0,0,0,0,0,0,0,CoachCartier,Dean,Saturday Morning,Alaska Airlines Field at Husky Stadium,Seattle,WA,0,,,0,
2999,2024,2,UHOU,TEMP,0,0,0,0,0,0,0,0,0,0,0,0,0,mahrowkeen,SandyToez,Saturday Afternoon,John O'Quinn Field at TDECU Stadium,Houston,TX,0,,,0,
3000,2024,2,OKLA,BALL,0,0,0,0,0,0,0,0,0,0,0,0,0,HAFFnHAFF,npklemm,Saturday Afternoon,Gaylord Family - Oklahoma Memorial Stadium at Owen Field,Norman,OK,0,,,0,
3001,2024,2,NW,BAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,thatfunk,Saturday Morning,Ryan Field,Evanston,IL,0,,,0,
3002,2024,2,LEH,NAVY,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Syndakyt,Friday Night,Goodman Stadium,Bethlehem,PA,0,,,0,
3003,2024,2,SOCA,SAM,0,0,0,0,0,0,0,0,0,0,0,0,0,MagneticField,AI,Thursday Night,Williams-Brice Stadium,Columbia,SC,0,,,0,
3004,2024,2,TTU,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,rcarlson77,Traith Kreios,Saturday Morning,Jones AT&T Stadium,Lubbock,TX,0,,,0,
3005,2024,2,KENT,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,ChizDippler,Friday Night,Dix Stadium,Kent,OH,0,,,0,
3006,2024,2,BAYL,TAMU,0,0,0,0,0,0,0,0,0,0,0,0,0,Vivid,VerifiedThing,Saturday Evening,McLane Stadium,Waco,TX,0,,,0,
3007,2024,2,USC,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,Dhawk18,Jumbo,Saturday Afternoon,Los Angeles Memorial Coliseum,Los Angeles,CA,0,,,0,
3008,2024,2,MICH,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,subsequent,ObliviousLAX,Saturday Afternoon,Michigan Stadium,Ann Arbor,MI,0,,,0,
3009,2024,2,UVA,ODU,0,0,0,0,0,0,0,0,0,0,0,0,0,Wahoo,AI,Saturday Morning,David A. Harrison III Field at Scott Stadium,Charlottesville,VA,0,,,0,
3010,2024,2,NEV,RUTG,0,0,0,0,0,0,0,0,0,0,0,0,0,CadeRich5,TyroleanRaider,Saturday Night,Mackay Stadium,Reno,NV,0,,,0,
3011,2024,2,BUFF,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,UB Stadium,Buffalo,NY,0,,,0,
3012,2024,2,CMU,USM,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Kelly/Shorts Stadium,Mount Pleasant,MI,0,,,0,
3013,2024,2,UCF,MIAF,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,cultur3,Saturday Morning,Bounce House,Orlando,FL,0,,,0,
3014,2024,2,UTEP,ZONA,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Sun Bowl Stadium,El Paso,TX,0,,,0,
3015,2024,2,NMSU,AZST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Friday Night,Aggie Memorial Stadium,Las Cruces,NM,0,,,0,
3016,2024,2,MIAO,FAU,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Thursday Night,Fred C. Yager Stadium,Oxford,OH,0,,,0,
3017,2024,2,JST,OKST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Broletariat,Saturday Morning,Burgess-Snow Field at JSU Stadium,Jacksonville,AL,0,,,0,
3018,2024,2,MIZZ,KSST,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,AI,Saturday Afternoon,Faurot Field at Memorial Stadium,Columbia,MO,0,,,0,
3019,2024,2,TCU,BOIS,0,0,0,0,0,0,0,0,0,0,0,0,0,DangerZoneh,AI,Saturday Evening,Amon G. Carter Stadium,Fort Worth,TX,0,,,0,
