GameID,Season,Week,Home Team,Away Team,Conference Game,Division Game,Neutral Site,Conference Champ,Bowl Game,Playoff,National Champ,home bye,prev bye,Listed Coach,Other Coach,TimeSlot,Stadium,City,State,Domed Stadium,GameTitle,Info,NextGame,NextGameHOA
5338,2025,16,,,1,0,1,1,0,0,0,0,0,#N/A,#N/A,Saturday Morning,Ford Field,Detroit,MI,1,2025 MAC Championship,,0,
5339,2025,15,NMSU,SHSU,1,0,0,1,0,0,0,0,0,Rabbit,AI,Thursday Night,Aggie Memorial Stadium,Las Cruces,NM,0,2025 C-USA Semifinals,,5341,H
5340,2025,15,UTEP,MOST,1,0,0,1,0,0,0,0,0,AI,AI,Friday Night,Sun Bowl Stadium,El Paso,TX,0,2025 C-USA Semifinals,,5341,A
5341,2025,16,,,1,0,1,1,0,0,0,0,0,#N/A,#N/A,Saturday Morning,#N/A,#N/A,#N/A,#N/A,2025 C-USA Championship,,0,
5342,2025,15,UNLV,CSU,1,0,0,1,0,0,0,0,0,rabidsnowman,Bellwood,Friday Night,Allegient Stadium,Las Vegas,NV,0,2025 Mountain West Semifinals,,5344,H
5343,2025,15,UNM,USAF,1,0,0,1,0,0,0,0,0,DarthJarJar,valentino,Saturday Morning,Dreamstyle Stadium,Albuquerque,NM,0,2025 Mountain West Semifinals,,5344,A
5344,2025,16,,,1,0,1,1,0,0,0,0,0,#N/A,#N/A,Saturday Morning,#N/A,#N/A,#N/A,0,2025 Mountain West Championship,,0,
5345,2025,15,MRSH,JMU,1,0,0,1,0,0,0,0,0,Newkbomb,AI,Friday Night,Joan C. Edwards Stadium,Huntington,WV,0,2025 Sunbelt Semifinals,,5347,H
5346,2025,15,TXST,USM,1,0,0,1,0,0,0,0,0,checkman,AI,Saturday Morning,Jim Wacker Field at Bobcat Stadium,San Marcos,TX,0,2025 Sunbelt Semifinals,,5347,A
5347,2025,16,,,1,0,1,1,0,0,0,0,0,#N/A,#N/A,Saturday Morning,#N/A,#N/A,#N/A,#N/A,2025 Sunbelt Championship,,0,
5348,2025,15,ALCN,GRAM,0,0,0,1,0,0,0,0,0,AI,AI,Thursday Night,Spinks-Casem Stadium,Lorman,MS,0,2025 SWAC Semifinals,,5350,H
5349,2025,15,SOU,FAMU,0,0,0,1,0,0,0,0,0,AI,AI,Thursday Night,A.W. Mumford Stadium,Baton Rouge,LA,0,2025 SWAC Semifinals,,5350,A
5350,2025,16,,,0,0,1,1,0,0,0,0,0,#N/A,#N/A,Friday Night,Mississippi Veterans Memorial Stadium,Jackson,MS,0,2025 SWAC Championship,,0,
