GameID,Season,Week,Home Team,Away Team,Listed Win,Other Win,Listed Score,Other Score,Conference Game,Division Game,Neutral Site,PreSeason,Conference Champ,Playoff,National Champ,Listed Coach,Other Coach,TimeSlot,Stadium,City,State,GameTitle,Info,NextGameID,HoA
786,2025,5,LV,DEN,0,0,0,0,1,1,0,0,0,0,0,Jieret,alexfall861,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
787,2025,5,KC,PIT,0,0,0,0,1,0,0,0,0,0,0,jw1952tx,smackemz3,Monday Night Football,Arrowhead Stadium,Kansas City,MO,,,0,
788,2025,5,WAS,CIN,0,0,0,0,0,0,0,0,0,0,0,Ewade,Ezaco,Sunday Noon,FedExField,Landover,MD,,,0,
789,2025,5,DET,DAL,0,0,0,0,1,0,0,0,0,0,0,VerifiedThing,Rocketcan,Sunday Afternoon,Ford Field,Detroit,MI,,,0,
790,2025,5,CAR,LAR,0,0,0,0,1,0,0,0,0,0,0,Sarge,Vivid,Sunday Afternoon,Bank of America Stadium,Charlotte,NC,,,0,
791,2025,5,TB,SEA,0,0,0,0,1,0,0,0,0,0,0,Ape,CoachCartier,Sunday Afternoon,Raymond James Stadium,Tampa,FL,,,0,
792,2025,5,NO,MIN,0,0,0,0,1,0,0,0,0,0,0,Bingo415,Bellwood,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
793,2025,5,ATL,GB,0,0,0,0,1,0,0,0,0,0,0,mahrowkeen,JC,Sunday Noon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
794,2025,5,SF,CHI,0,0,0,0,1,0,0,0,0,0,0,Dr_Novella,nemolee.exe,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
795,2025,6,MIA,NYJ,0,0,0,0,1,1,0,0,0,0,0,TheLiberator,Tryggr,Monday Night Football,Hard Rock Stadium,Miami Gardens,FL,,,0,
796,2025,6,NE,TEN,0,0,0,0,1,0,0,0,0,0,0,Curby4,Paradoxic,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
797,2025,6,CIN,BAL,0,0,0,0,1,1,0,0,0,0,0,Ezaco,SyndaKyt,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
798,2025,6,IND,JAX,0,0,0,0,1,1,0,0,0,0,0,npklemm,Weeze,Sunday Noon,Lucas Oil Stadium,Indianapolis,IN,,,0,
799,2025,6,HOU,KC,0,0,0,0,1,0,0,0,0,0,0,BabaYaga,jw1952tx,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
800,2025,6,DEN,WAS,0,0,0,0,0,0,0,0,0,0,0,alexfall861,Ewade,Sunday Night Football,Empower Field at Mile High,Denver,CO,,,0,
801,2025,6,LAC,CAR,0,0,0,0,0,0,0,0,0,0,0,Dean,Sarge,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
802,2025,6,LV,NO,0,0,0,0,0,0,0,0,0,0,0,Jieret,Bingo415,Thursday Night Football,Allegiant Stadium,Paradise,NV,,,0,
803,2025,6,DAL,NYG,0,0,0,0,1,1,0,0,0,0,0,Rocketcan,thatfunk,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
804,2025,6,PHI,PIT,0,0,0,0,0,0,0,0,0,0,0,acewulf,smackemz3,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
805,2025,6,CHI,GB,0,0,0,0,1,1,0,0,0,0,0,nemolee.exe,JC,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
806,2025,6,MIN,DET,0,0,0,0,1,1,0,0,0,0,0,Bellwood,VerifiedThing,Sunday Afternoon,U.S. Bank Stadium,Minneapolis,MN,,,0,
807,2025,6,ATL,TB,0,0,0,0,1,1,0,0,0,0,0,mahrowkeen,Ape,Sunday Noon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
808,2025,6,LAR,ARI,0,0,0,0,1,1,0,0,0,0,0,Vivid,kgreene829,Sunday Noon,SoFi Stadium,Inglewood,CA,,,0,
809,2025,6,SF,SEA,0,0,0,0,1,1,0,0,0,0,0,Dr_Novella,CoachCartier,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
810,2025,7,NE,SF,0,0,0,0,0,0,0,0,0,0,0,Curby4,Dr_Novella,Sunday Night Football,Gillette Stadium,Foxborough,MA,,,0,
811,2025,7,CIN,DAL,0,0,0,0,0,0,0,0,0,0,0,Ezaco,Rocketcan,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
812,2025,7,CLE,TB,0,0,0,0,0,0,0,0,0,0,0,Piercewise1,Ape,Sunday Noon,FirstEnergy Stadium,Cleveland,OH,,,0,
813,2025,7,PIT,ATL,0,0,0,0,0,0,0,0,0,0,0,smackemz3,mahrowkeen,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
814,2025,7,JAX,DET,0,0,0,0,0,0,0,0,0,0,0,Weeze,VerifiedThing,Monday Night Football,TIAA Bank Field,Jacksonville,FL,,,0,
815,2025,7,IND,LAR,0,0,0,0,0,0,0,0,0,0,0,npklemm,Vivid,Sunday Afternoon,Lucas Oil Stadium,Indianapolis,IN,,,0,
816,2025,7,HOU,TEN,0,0,0,0,1,1,0,0,0,0,0,BabaYaga,Paradoxic,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
817,2025,7,DEN,KC,0,0,0,0,1,1,0,0,0,0,0,alexfall861,jw1952tx,Sunday Afternoon,Empower Field at Mile High,Denver,CO,,,0,
818,2025,7,LV,BAL,0,0,0,0,1,0,0,0,0,0,0,Jieret,SyndaKyt,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
819,2025,7,PHI,WAS,0,0,0,0,1,1,0,0,0,0,0,acewulf,Ewade,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
820,2025,7,GB,BUF,0,0,0,0,0,0,0,0,0,0,0,JC,Minnow,Thursday Night Football,Lambeau Field,Green Bay,WI,,,0,
821,2025,7,MIN,NYJ,0,0,0,0,0,0,0,0,0,0,0,Bellwood,Tryggr,Sunday Noon,U.S. Bank Stadium,Minneapolis,MN,,,0,
822,2025,7,NO,LAC,0,0,0,0,0,0,0,0,0,0,0,Bingo415,Dean,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
823,2025,7,ARI,NYG,0,0,0,0,1,0,0,0,0,0,0,kgreene829,thatfunk,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
824,2025,8,MIA,NE,0,0,0,0,1,1,0,0,0,0,0,TheLiberator,Curby4,Sunday Noon,Hard Rock Stadium,Miami Gardens,FL,,,0,
825,2025,8,BUF,JAX,0,0,0,0,1,0,0,0,0,0,0,Minnow,Weeze,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
826,2025,8,CIN,PHI,0,0,0,0,0,0,0,0,0,0,0,Ezaco,acewulf,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
827,2025,8,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,Piercewise1,Rocketcan,Sunday Night Football,FirstEnergy Stadium,Cleveland,OH,,,0,
828,2025,8,BAL,NO,0,0,0,0,0,0,0,0,0,0,0,SyndaKyt,Bingo415,Sunday Noon,M&T Bank Stadium,Baltimore,MD,,,0,
829,2025,8,TEN,GB,0,0,0,0,0,0,0,0,0,0,0,Paradoxic,JC,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
830,2025,8,IND,CHI,0,0,0,0,0,0,0,0,0,0,0,npklemm,nemolee.exe,Thursday Night Football,Lucas Oil Stadium,Indianapolis,IN,,,0,
831,2025,8,HOU,MIN,0,0,0,0,0,0,0,0,0,0,0,BabaYaga,Bellwood,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
832,2025,8,DEN,PIT,0,0,0,0,1,0,0,0,0,0,0,alexfall861,smackemz3,Sunday Afternoon,Empower Field at Mile High,Denver,CO,,,0,
833,2025,8,LAC,LV,0,0,0,0,1,1,0,0,0,0,0,Dean,Jieret,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
834,2025,8,WAS,SF,0,0,0,0,1,0,0,0,0,0,0,Ewade,Dr_Novella,Sunday Noon,FedExField,Landover,MD,,,0,
835,2025,8,NYG,LAR,0,0,0,0,1,0,0,0,0,0,0,thatfunk,Vivid,Monday Night Football,MetLife Stadium,East Rutherford,NJ,,,0,
