id,season_id,season,draft_round,draft_number,draftee_id,team_id,team,original_team_id,original_team,previous_team_id,previous_team,draft_value,notes,selected_player_id,selected_player_name,selected_player_position,is_compensation,is_void,created_at,updated_at,deleted_at
0,7,2027,3,65,0,10,IND,10,IND,0,0,3.68,,0,,,0,0,33:56.5,18:39.1,NULL
0,7,2027,3,66,0,31,SF,31,SF,0,0,3.68,From Jacksonville Jaguars via SF,0,,,0,0,33:59.8,18:39.4,NULL
0,7,2027,3,67,0,4,NYJ,4,NYJ,0,0,3.68,,0,,,0,0,33:58.9,18:39.7,NULL
0,7,2027,3,68,0,18,NYG,18,NYG,0,0,3.68,,0,,,0,0,33:58.7,18:40.0,NULL
0,7,2027,3,69,0,26,CAR,26,CAR,0,0,3.68,,0,,,0,0,33:54.5,18:40.3,NULL
0,7,2027,3,70,0,27,NO,27,NO,0,0,3.68,,0,,,0,0,33:58.5,18:40.5,NULL
0,7,2027,3,71,0,9,HOU,9,HOU,0,0,3.68,,0,,,0,0,33:56.3,18:40.9,NULL
0,7,2027,3,72,0,25,ATL,25,ATL,0,0,3.68,From ATL,0,,,0,0,33:53.9,18:41.2,NULL
0,7,2027,3,73,0,32,SEA,32,SEA,0,0,3.68,,0,,,0,0,33:59.5,18:41.4,NULL
0,7,2027,3,74,0,16,LAC,16,LAC,0,0,3.68,,0,,,0,0,33:57.2,18:41.7,NULL
0,7,2027,3,75,0,11,JAX,11,JAX,0,0,3.68,From Miami Dolphins via JAX,0,,,0,0,33:56.7,18:42.0,NULL
0,7,2027,3,76,0,22,DET,22,DET,0,0,3.68,,0,,,0,0,33:55.9,18:42.3,NULL
0,7,2027,3,77,0,24,MIN,24,MIN,0,0,3.68,From Los Angeles Rams via MIN,0,,,0,0,33:58.0,18:42.5,NULL
0,7,2027,3,78,0,23,GB,23,GB,0,0,3.68,,0,,,0,0,33:56.1,18:42.8,NULL
0,7,2027,3,79,0,7,CLE,7,CLE,0,0,3.68,,0,,,0,0,33:55.2,18:43.1,NULL
0,7,2027,3,80,0,5,BAL,5,BAL,0,0,3.68,From Minnesota Vikings via BAL,0,,,0,0,33:54.1,18:43.4,NULL
0,7,2027,3,81,0,3,NE,3,NE,0,0,3.68,From NE,0,,,0,0,33:58.3,18:43.6,NULL
0,7,2027,3,82,0,1,BUF,1,BUF,0,0,3.68,From Los Angeles Rams via BUF,0,,,0,0,33:54.3,18:43.9,NULL
0,7,2027,3,83,0,28,TB,28,TB,0,0,3.68,,0,,,0,0,34:00.0,18:44.2,NULL
0,7,2027,3,84,0,19,PHI,19,PHI,0,0,3.68,,0,,,0,0,33:59.1,18:44.5,NULL
0,7,2027,3,85,0,21,CHI,21,CHI,0,0,3.68,From CHI,0,,,0,0,33:54.7,18:44.8,NULL
0,7,2027,3,86,0,12,TEN,12,TEN,0,0,3.68,,0,,,0,0,34:00.2,18:45.1,NULL
0,7,2027,3,87,0,6,CIN,6,CIN,0,0,3.68,,0,,,0,0,33:54.9,18:45.4,NULL
0,7,2027,3,88,0,15,LV,15,LV,0,0,3.68,From LV,0,,,0,0,33:57.6,18:45.6,NULL
0,7,2027,3,89,0,17,DAL,17,DAL,0,0,3.68,,0,,,0,0,33:55.4,18:45.9,NULL
0,7,2027,3,90,0,2,MIA,2,MIA,0,0,3.68,,0,,,0,0,33:57.8,18:46.2,NULL
0,7,2027,3,91,0,14,KC,14,KC,0,0,3.68,,0,,,0,0,33:56.9,18:46.5,NULL
0,7,2027,3,92,0,29,ARI,29,ARI,0,0,3.68,,0,,,0,0,33:53.6,18:46.7,NULL
0,7,2027,3,93,0,8,PIT,8,PIT,0,0,3.68,From PIT,0,,,0,0,33:59.3,18:47.0,NULL
0,7,2027,3,94,0,20,WAS,20,WAS,0,0,3.68,,0,,,0,0,34:00.4,18:47.3,NULL
0,7,2027,3,95,0,30,LAR,30,LAR,0,0,3.68,From LAR,0,,,0,0,33:57.4,18:47.6,NULL
0,7,2027,3,96,0,13,DEN,13,DEN,0,0,3.68,From DEN,0,,,0,0,33:55.6,18:47.8,NULL
0,7,2027,4,97,0,10,IND,10,IND,0,0,2.37,,0,,,0,0,34:03.4,18:48.8,NULL
0,7,2027,4,98,0,31,SF,31,SF,0,0,2.37,,0,,,0,0,34:06.7,18:49.1,NULL
0,7,2027,4,99,0,4,NYJ,4,NYJ,0,0,2.37,,0,,,0,0,34:05.8,18:49.3,NULL
0,7,2027,4,100,0,18,NYG,18,NYG,0,0,2.37,,0,,,0,0,34:05.6,18:49.6,NULL
0,7,2027,4,101,0,26,CAR,26,CAR,0,0,2.37,,0,,,0,0,34:01.5,18:49.9,NULL
0,7,2027,4,102,0,27,NO,27,NO,0,0,2.37,From NO,0,,,0,0,34:05.4,18:50.1,NULL
0,7,2027,4,103,0,9,HOU,9,HOU,0,0,2.37,,0,,,0,0,34:03.2,18:50.4,NULL
0,7,2027,4,104,0,25,ATL,25,ATL,0,0,2.37,From ATL,0,,,0,0,34:00.8,18:50.7,NULL
0,7,2027,4,105,0,32,SEA,32,SEA,0,0,2.37,,0,,,0,0,34:06.5,18:51.0,NULL
0,7,2027,4,106,0,16,LAC,16,LAC,0,0,2.37,,0,,,0,0,34:04.1,18:51.2,NULL
0,7,2027,4,107,0,11,JAX,11,JAX,0,0,2.37,,0,,,0,0,34:03.6,18:51.5,NULL
0,7,2027,4,108,0,22,DET,22,DET,0,0,2.37,,0,,,0,0,34:02.8,18:51.8,NULL
0,7,2027,4,109,0,24,MIN,24,MIN,0,0,2.37,,0,,,0,0,34:05.0,18:52.0,NULL
0,7,2027,4,110,0,23,GB,23,GB,0,0,2.37,,0,,,0,0,34:03.0,18:52.3,NULL
0,7,2027,4,111,0,7,CLE,7,CLE,0,0,2.37,,0,,,0,0,34:02.1,18:52.6,NULL
0,7,2027,4,112,0,5,BAL,5,BAL,0,0,2.37,,0,,,0,0,34:01.1,18:52.9,NULL
0,7,2027,4,113,0,3,NE,3,NE,0,0,2.37,,0,,,0,0,34:05.2,18:53.1,NULL
0,7,2027,4,114,0,1,BUF,1,BUF,0,0,2.37,,0,,,0,0,34:01.3,18:53.4,NULL
0,7,2027,4,115,0,28,TB,28,TB,0,0,2.37,,0,,,0,0,34:06.9,18:53.7,NULL
0,7,2027,4,116,0,19,PHI,19,PHI,0,0,2.37,,0,,,0,0,34:06.0,18:54.0,NULL
0,7,2027,4,117,0,21,CHI,21,CHI,0,0,2.37,,0,,,0,0,34:01.7,18:54.3,NULL
0,7,2027,4,118,0,12,TEN,12,TEN,0,0,2.37,From Washington Commanders via TEN,0,,,0,0,34:07.1,18:54.5,NULL
0,7,2027,4,119,0,6,CIN,6,CIN,0,0,2.37,,0,,,0,0,34:01.9,18:54.8,NULL
0,7,2027,4,120,0,15,LV,15,LV,0,0,2.37,,0,,,0,0,34:04.5,18:55.1,NULL
0,7,2027,4,121,0,17,DAL,17,DAL,0,0,2.37,From Minnesota Vikings via DAL,0,,,0,0,34:02.3,18:55.4,NULL
0,7,2027,4,122,0,2,MIA,2,MIA,0,0,2.37,,0,,,0,0,34:04.7,18:55.6,NULL
0,7,2027,4,123,0,14,KC,14,KC,0,0,2.37,From KC,0,,,0,0,34:03.9,18:55.9,NULL
0,7,2027,4,124,0,29,ARI,29,ARI,0,0,2.37,,0,,,0,0,34:00.6,18:56.2,NULL
0,7,2027,4,125,0,8,PIT,8,PIT,0,0,2.37,,0,,,0,0,34:06.2,18:56.5,NULL
0,7,2027,4,126,0,20,WAS,20,WAS,0,0,2.37,From WAS,0,,,0,0,34:07.3,18:56.7,NULL
0,7,2027,4,127,0,30,LAR,30,LAR,0,0,2.37,,0,,,0,0,34:04.3,18:57.0,NULL
0,7,2027,4,128,0,13,DEN,13,DEN,0,0,2.37,,0,,,0,0,34:02.6,18:57.3,NULL
0,7,2027,5,129,0,21,CHI,21,CHI,0,0,1.98,From Las Vegas Raiders via CHI,0,,,0,0,34:08.7,18:58.3,NULL
0,7,2027,5,130,0,31,SF,31,SF,0,0,1.98,,0,,,0,0,34:13.6,18:58.5,NULL
0,7,2027,5,131,0,4,NYJ,4,NYJ,0,0,1.98,,0,,,0,0,34:12.7,18:58.8,NULL
0,7,2027,5,132,0,18,NYG,18,NYG,0,0,1.98,,0,,,0,0,34:12.5,18:59.1,NULL
0,7,2027,5,133,0,26,CAR,26,CAR,0,0,1.98,From DEN via CAR,0,,,0,0,34:08.5,18:59.4,NULL
0,7,2027,5,134,0,27,NO,27,NO,0,0,1.98,From NO,0,,,0,0,34:12.3,18:59.6,NULL
0,7,2027,5,135,0,9,HOU,9,HOU,0,0,1.98,,0,,,0,0,34:10.2,18:59.9,NULL
0,7,2027,5,136,0,25,ATL,25,ATL,0,0,1.98,From ATL,0,,,0,0,34:07.8,19:00.2,NULL
0,7,2027,5,137,0,10,IND,10,IND,0,0,1.98,,0,,,0,0,34:10.4,19:00.4,NULL
0,7,2027,5,138,0,16,LAC,16,LAC,0,0,1.98,,0,,,0,0,34:11.0,19:00.7,NULL
0,7,2027,5,139,0,11,JAX,11,JAX,0,0,1.98,,0,,,0,0,34:10.6,19:01.0,NULL
0,7,2027,5,140,0,22,DET,22,DET,0,0,1.98,From DET,0,,,0,0,34:09.7,19:01.2,NULL
0,7,2027,5,141,0,24,MIN,24,MIN,0,0,1.98,From MIN,0,,,0,0,34:11.9,19:01.5,NULL
0,7,2027,5,142,0,23,GB,23,GB,0,0,1.98,,0,,,0,0,34:10.0,19:01.8,NULL
0,7,2027,5,143,0,7,CLE,7,CLE,0,0,1.98,,0,,,0,0,34:09.1,19:02.1,NULL
0,7,2027,5,144,0,5,BAL,5,BAL,0,0,1.98,,0,,,0,0,34:08.0,19:02.3,NULL
0,7,2027,5,145,0,3,NE,3,NE,0,0,1.98,,0,,,0,0,34:12.1,19:02.6,NULL
0,7,2027,5,146,0,1,BUF,1,BUF,0,0,1.98,,0,,,0,0,34:08.2,19:02.9,NULL
0,7,2027,5,147,0,28,TB,28,TB,0,0,1.98,,0,,,0,0,34:13.8,19:03.2,NULL
0,7,2027,5,148,0,19,PHI,19,PHI,0,0,1.98,,0,,,0,0,34:12.9,19:03.4,NULL
0,7,2027,5,149,0,32,SEA,32,SEA,0,0,1.98,From Las Vegas Raiders via SEA,0,,,0,0,34:13.4,19:03.7,NULL
0,7,2027,5,150,0,12,TEN,12,TEN,0,0,1.98,From TEN,0,,,0,0,34:14.0,19:04.0,NULL
0,7,2027,5,151,0,6,CIN,6,CIN,0,0,1.98,,0,,,0,0,34:08.9,19:04.3,NULL
0,7,2027,5,152,0,15,LV,15,LV,0,0,1.98,From LV,0,,,0,0,34:11.4,19:04.5,NULL
0,7,2027,5,153,0,17,DAL,17,DAL,0,0,1.98,From Denver Broncos via DAL,0,,,0,0,34:09.3,19:04.8,NULL
0,7,2027,5,154,0,2,MIA,2,MIA,0,0,1.98,,0,,,0,0,34:11.7,19:05.1,NULL
0,7,2027,5,155,0,14,KC,14,KC,0,0,1.98,,0,,,0,0,34:10.8,19:05.4,NULL
0,7,2027,5,156,0,29,ARI,29,ARI,0,0,1.98,,0,,,0,0,34:07.5,19:05.6,NULL
0,7,2027,5,157,0,8,PIT,8,PIT,0,0,1.98,From PIT,0,,,0,0,34:13.2,19:05.9,NULL
0,7,2027,5,158,0,20,WAS,20,WAS,0,0,1.98,From WAS,0,,,0,0,34:14.2,19:06.2,NULL
0,7,2027,5,159,0,30,LAR,30,LAR,0,0,1.98,,0,,,0,0,34:11.2,19:06.5,NULL
0,7,2027,5,160,0,13,DEN,13,DEN,0,0,1.98,From DEN,0,,,0,0,34:09.5,19:06.7,NULL
0,7,2027,6,161,0,5,BAL,5,BAL,0,0,1.35,From DEN via BAL,0,,,0,0,34:14.9,19:07.7,NULL
0,7,2027,6,162,0,31,SF,31,SF,0,0,1.35,,0,,,0,0,34:20.5,19:08.0,NULL
0,7,2027,6,163,0,18,NYG,18,NYG,0,0,1.35,From Denver Broncos via NYG,0,,,0,0,34:19.4,19:08.2,NULL
0,7,2027,6,164,0,26,CAR,26,CAR,0,0,1.35,,0,,,0,0,34:15.3,19:08.8,NULL
0,7,2027,6,165,0,27,NO,27,NO,0,0,1.35,From NO,0,,,0,0,34:19.2,19:09.1,NULL
0,7,2027,6,166,0,9,HOU,9,HOU,0,0,1.35,,0,,,0,0,34:17.0,19:09.3,NULL
0,7,2027,6,167,0,25,ATL,25,ATL,0,0,1.35,,0,,,0,0,34:14.7,19:09.6,NULL
0,7,2027,6,168,0,32,SEA,32,SEA,0,0,1.35,,0,,,0,0,34:20.3,19:09.9,NULL
0,7,2027,6,169,0,16,LAC,16,LAC,0,0,1.35,,0,,,0,0,34:17.9,19:10.2,NULL
0,7,2027,6,170,0,11,JAX,11,JAX,0,0,1.35,,0,,,0,0,34:17.4,19:10.4,NULL
0,7,2027,6,171,0,22,DET,22,DET,0,0,1.35,,0,,,0,0,34:16.6,19:10.7,NULL
0,7,2027,6,172,0,24,MIN,24,MIN,0,0,1.35,From MIN,0,,,0,0,34:18.7,19:11.0,NULL
0,7,2027,6,173,0,23,GB,23,GB,0,0,1.35,,0,,,0,0,34:16.8,19:11.3,NULL
0,7,2027,6,174,0,7,CLE,7,CLE,0,0,1.35,,0,,,0,0,34:15.9,19:11.5,NULL
0,7,2027,6,175,0,10,IND,10,IND,0,0,1.35,,0,,,0,0,34:17.2,19:11.8,NULL
0,7,2027,6,176,0,3,NE,3,NE,0,0,1.35,,0,,,0,0,34:19.0,19:12.1,NULL
0,7,2027,6,177,0,1,BUF,1,BUF,0,0,1.35,,0,,,0,0,34:15.1,19:12.4,NULL
0,7,2027,6,178,0,28,TB,28,TB,0,0,1.35,,0,,,0,0,34:20.7,19:12.6,NULL
0,7,2027,6,179,0,19,PHI,19,PHI,0,0,1.35,,0,,,0,0,34:19.9,19:12.9,NULL
0,7,2027,6,180,0,21,CHI,21,CHI,0,0,1.35,,0,,,0,0,34:15.5,19:13.2,NULL
0,7,2027,6,181,0,12,TEN,12,TEN,0,0,1.35,,0,,,0,0,34:21.0,19:13.4,NULL
0,7,2027,6,182,0,6,CIN,6,CIN,0,0,1.35,,0,,,0,0,34:15.7,19:13.7,NULL
0,7,2027,6,183,0,15,LV,15,LV,0,0,1.35,,0,,,0,0,34:18.3,19:14.0,NULL
0,7,2027,6,184,0,17,DAL,17,DAL,0,0,1.35,,0,,,0,0,34:16.1,19:14.3,NULL
0,7,2027,6,185,0,2,MIA,2,MIA,0,0,1.35,,0,,,0,0,34:18.5,19:14.5,NULL
0,7,2027,6,186,0,14,KC,14,KC,0,0,1.35,From KC,0,,,0,0,34:17.7,19:14.8,NULL
0,7,2027,6,187,0,29,ARI,29,ARI,0,0,1.35,,0,,,0,0,34:14.4,19:15.8,NULL
0,7,2027,6,188,0,8,PIT,8,PIT,0,0,1.35,,0,,,0,0,34:20.1,19:16.0,NULL
0,7,2027,6,189,0,20,WAS,20,WAS,0,0,1.35,From WAS,0,,,0,0,34:21.2,19:16.3,NULL
0,7,2027,6,190,0,30,LAR,30,LAR,0,0,1.35,,0,,,0,0,34:18.1,19:16.6,NULL
0,7,2027,6,191,0,13,DEN,13,DEN,0,0,1.35,From DEN,0,,,0,0,34:16.4,19:16.9,NULL
0,7,2027,6,192,0,4,NYJ,4,NYJ,0,0,1.35,,0,,,0,0,34:19.7,19:17.1,NULL
0,7,2027,7,193,0,10,IND,10,IND,0,0,1.2,,0,,,0,1,34:24.2,19:20.2,NULL
0,7,2027,7,194,0,24,MIN,24,MIN,0,0,1.2,From Washington Commanders via MIN,0,,,0,0,34:25.7,19:20.5,NULL
0,7,2027,7,195,0,4,NYJ,4,NYJ,0,0,1.2,,0,,,0,1,34:26.5,19:20.8,NULL
0,7,2027,7,196,0,27,NO,27,NO,0,0,1.2,From NO,0,,,0,0,34:26.1,19:21.1,NULL
0,7,2027,7,197,0,26,CAR,26,CAR,0,0,1.2,,0,,,0,0,34:22.3,19:21.3,NULL
0,7,2027,7,198,0,18,NYG,18,NYG,0,0,1.2,From NYG,0,,,0,0,34:26.3,19:21.6,NULL
0,7,2027,7,199,0,9,HOU,9,HOU,0,0,1.2,,0,,,0,0,34:24.0,19:21.9,NULL
0,7,2027,7,200,0,25,ATL,25,ATL,0,0,1.2,,0,,,0,0,34:21.6,19:22.1,NULL
0,7,2027,7,201,0,32,SEA,32,SEA,0,0,1.2,,0,,,0,0,34:27.2,19:22.4,NULL
0,7,2027,7,202,0,16,LAC,16,LAC,0,0,1.2,,0,,,0,1,34:24.8,19:22.7,NULL
0,7,2027,7,203,0,11,JAX,11,JAX,0,0,1.2,,0,,,0,0,34:24.4,19:23.0,NULL
0,7,2027,7,204,0,22,DET,22,DET,0,0,1.2,,0,,,0,0,34:23.5,19:23.2,NULL
0,7,2027,7,205,0,31,SF,31,SF,0,0,1.2,,0,,,0,0,34:27.4,19:23.5,NULL
0,7,2027,7,206,0,23,GB,23,GB,0,0,1.2,,0,,,0,0,34:23.7,19:23.8,NULL
0,7,2027,7,207,0,7,CLE,7,CLE,0,0,1.2,,0,,,0,0,34:22.9,19:24.1,NULL
0,7,2027,7,208,0,5,BAL,5,BAL,0,0,1.2,,0,,,0,0,34:21.8,19:24.3,NULL
0,7,2027,7,209,0,3,NE,3,NE,0,0,1.2,,0,,,0,0,34:25.9,19:24.6,NULL
0,7,2027,7,210,0,1,BUF,1,BUF,0,0,1.2,,0,,,0,0,34:22.0,19:24.9,NULL
0,7,2027,7,211,0,28,TB,28,TB,0,0,1.2,,0,,,0,1,34:27.6,19:25.2,NULL
0,7,2027,7,212,0,19,PHI,19,PHI,0,0,1.2,,0,,,0,0,34:26.7,19:25.4,NULL
0,7,2027,7,213,0,21,CHI,21,CHI,0,0,1.2,,0,,,0,1,34:22.5,19:25.7,NULL
0,7,2027,7,214,0,12,TEN,12,TEN,0,0,1.2,,0,,,0,0,34:27.8,19:26.0,NULL
0,7,2027,7,215,0,6,CIN,6,CIN,0,0,1.2,,0,,,0,0,34:22.7,19:26.3,NULL
0,7,2027,7,216,0,15,LV,15,LV,0,0,1.2,From LV,0,,,0,0,34:25.2,19:26.6,NULL
0,7,2027,7,217,0,17,DAL,17,DAL,0,0,1.2,,0,,,0,0,34:23.1,19:26.8,NULL
0,7,2027,7,218,0,2,MIA,2,MIA,0,0,1.2,,0,,,0,0,34:25.5,19:27.1,NULL
0,7,2027,7,219,0,14,KC,14,KC,0,0,1.2,From KC,0,,,0,0,34:24.6,19:27.4,NULL
0,7,2027,7,220,0,29,ARI,29,ARI,0,0,1.2,,0,,,0,0,34:21.4,19:27.7,NULL
0,7,2027,7,221,0,8,PIT,8,PIT,0,0,1.2,,0,,,0,0,34:26.9,19:27.9,NULL
0,7,2027,7,222,0,20,WAS,20,WAS,0,0,1.2,From WAS,0,,,0,0,34:28.0,19:28.2,NULL
0,7,2027,7,223,0,30,LAR,30,LAR,0,0,1.2,,0,,,0,0,34:25.0,19:28.5,NULL
0,7,2027,7,224,0,13,DEN,13,DEN,0,0,1.2,From DEN,0,,,0,0,34:23.3,19:28.8,NULL
